17.96,2.3215e-05,6.2293e-05
17.96,2.4653e-05,6.6149e-05
17.96,2.7365e-05,7.3424e-05
17.96,3.2566e-05,8.7379e-05
17.96,4.2527e-05,0.0001141
17.96,6.1596e-05,0.00016526
17.96,9.8365e-05,0.00026391
17.96,0.00016891,0.00045315
17.959,0.00030495,0.00081818
17.956,0.00056741,0.0015226
17.943,0.0010979,0.002948
17.897,0.0021124,0.0056852
17.813,0.0032193,0.0087017
17.69,0.0043456,0.01182
17.525,0.0055115,0.01512
17.306,0.0067391,0.018703
17.019,0.0080693,0.022748
16.672,0.0094309,0.027109
16.302,0.010718,0.031479
15.922,0.011952,0.035919
15.549,0.013165,0.040509
15.201,0.014405,0.045339
14.91,0.01572,0.050484
14.765,0.016703,0.054203
14.697,0.017444,0.056898
14.668,0.018083,0.059128
14.662,0.018524,0.060609
14.662,0.018524,0.060609
14.663,0.018675,0.061107
14.677,0.019242,0.062932
14.706,0.019805,0.064662
14.751,0.020374,0.066331
14.812,0.020959,0.067986
14.889,0.021576,0.069642
14.986,0.022235,0.071328
15.106,0.022957,0.073085
15.256,0.023767,0.074935
15.444,0.024691,0.076921
15.685,0.025785,0.079127
15.998,0.027109,0.081599
16.42,0.028782,0.084458
17.004,0.030974,0.087855
17.608,0.033151,0.090933
18,0.034526,0.092738
